path	role	sha256	bytes
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/Specification.md	PRESERVED_SOURCE	f142d6e4abee57ac2d9326f34b191f31391de94c91c641ce006cbe6441d8fdd7	8944
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/_CONTEXT.md	PRESERVED_CONTROL	42fef03122170fd01403dc6404403fce1547215a58c5e98bce270ad77e279e2a	1440
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/_DEPENDENCIES.md	PRESERVED_CONTROL	effddc7354651cd1c6b5ac6a58f336533b8b443575139f02e6758ddf15e8b7a9	5383
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/_REFERENCES.md	PRESERVED_CONTROL	4e814407623db438cc17db4aa309d4ab31a67375d504f21fe636987bf4c10f31	2229
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/_STATUS.md	PRESERVED_CONTROL	2bfcbeb181ef5278f71bfee665061de199b3db9a7d367900d646a5b80b2989e1	1632
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/_run_records/TASK_RUN_AUTHOR-DEL-08-05_2026-07-13_1607.md	TASK_RUN_RECORD	fb3bb86e6d3b7645d9d621546b8912458f88966e621d00b20254dbf2882c1079	4061
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/AUTHOR_VERDICTS.md	AUTHOR_EVIDENCE	f617c2157d408070e76187a7226167b02655fa2fe9b499de008936c1201014c6	1092
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/CLAIM_MAP_RUN1.csv	AUTHOR_EVIDENCE	5e2dfecc9bbc1098b1a74120eb659ae40533cf12f4238e506710bb61eca43123	5941
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/CLAIM_MAP_RUN2.csv	AUTHOR_EVIDENCE	5e2dfecc9bbc1098b1a74120eb659ae40533cf12f4238e506710bb61eca43123	5941
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/NEGATIVE_CHECKLIST.stderr	AUTHOR_EVIDENCE	72fbdb46d4b55ceeac9cb009dbd09cf92cf5cd08ccb47758238c60f426fecfc6	249
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/NEGATIVE_CHECKLIST.stdout	AUTHOR_EVIDENCE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/NEGATIVE_DUAL_VALIDATION.json	AUTHOR_EVIDENCE	a41dd8ee90095e83bcba2402ba540fa50af97fc25ea8f4d5d0bd6f4cfb521062	463
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/NEGATIVE_DUAL_VALIDATION.stderr	AUTHOR_EVIDENCE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/NEGATIVE_PARTIAL_CHECKLIST.stderr	AUTHOR_EVIDENCE	60e22c3e7f578b53bec5ea34e06138d5be6568bf342776ebaae65a0d9fc38945	123
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/NEGATIVE_PARTIAL_CHECKLIST.stdout	AUTHOR_EVIDENCE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/NEGATIVE_PARTIAL_VALIDATION.json	AUTHOR_EVIDENCE	2c7217ee19b4415363a6afc31946ee6592cfe6540bf8596f7978f2921fa09f23	319
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/NEGATIVE_PARTIAL_VALIDATION.stderr	AUTHOR_EVIDENCE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/NEGATIVE_RENDER.stderr	AUTHOR_EVIDENCE	c6a40a188c12c35713897ab2486bc4033470a7358993266389eafe65826a56bd	211
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/NEGATIVE_RENDER.stdout	AUTHOR_EVIDENCE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/PARITY_RUN1.json	AUTHOR_EVIDENCE	605223d2a35fe0699a63c928c6c6bed4a59045e3a51d3191ed380deb20d1f0d1	7700
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/PARITY_RUN1.md	AUTHOR_EVIDENCE	6ad490847d93e8caca75024bc093f9beba7c38e563b1e93bfec04a220980ac9b	183
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/PARITY_RUN2.json	AUTHOR_EVIDENCE	605223d2a35fe0699a63c928c6c6bed4a59045e3a51d3191ed380deb20d1f0d1	7700
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/PARITY_RUN2.md	AUTHOR_EVIDENCE	6ad490847d93e8caca75024bc093f9beba7c38e563b1e93bfec04a220980ac9b	183
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/REVIEW_CHECKLIST_RUN1.json	AUTHOR_EVIDENCE	0ad5bae29d64600480b291a6d9e6f1e57f73070060667b1e0c56a838fd506433	1739
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/REVIEW_CHECKLIST_RUN2.json	AUTHOR_EVIDENCE	0ad5bae29d64600480b291a6d9e6f1e57f73070060667b1e0c56a838fd506433	1739
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/ScopeOfWork_RUN1.html	AUTHOR_EVIDENCE	ac0585daf21e066d799e161be837056b47e4ae5f3a4d5573ec69b3927c83a6d7	42135
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/ScopeOfWork_RUN2.html	AUTHOR_EVIDENCE	ac0585daf21e066d799e161be837056b47e4ae5f3a4d5573ec69b3927c83a6d7	42135
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/VALIDATION_RUN1.json	AUTHOR_EVIDENCE	5bba0c0c8a4e2247c48748b6128e64ac94aa504c72b4453c2c965e30559fb9ba	206
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/VALIDATION_RUN2.json	AUTHOR_EVIDENCE	5bba0c0c8a4e2247c48748b6128e64ac94aa504c72b4453c2c965e30559fb9ba	206
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/fixtures/partial/Datasheet.md	NEGATIVE_FIXTURE_LITERAL	7cd96f1df3e7498364a7921f05bf74c6b3353580f577e7aa701424b3ff12055b	5902
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/fixtures/partial/Guidance.md	NEGATIVE_FIXTURE_LITERAL	443ba89940a1ca587d96325dad769eb57023b5efc68df93eeb26927c0767f04d	6895
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/fixtures/partial/Specification.md	NEGATIVE_FIXTURE_LITERAL	f142d6e4abee57ac2d9326f34b191f31391de94c91c641ce006cbe6441d8fdd7	8944
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/fixtures/partial/_STATUS.md	NEGATIVE_FIXTURE_LITERAL	2bfcbeb181ef5278f71bfee665061de199b3db9a7d367900d646a5b80b2989e1	1632
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/fixtures/unauthorized_dual/Datasheet.md	NEGATIVE_FIXTURE_LITERAL	7cd96f1df3e7498364a7921f05bf74c6b3353580f577e7aa701424b3ff12055b	5902
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/fixtures/unauthorized_dual/Guidance.md	NEGATIVE_FIXTURE_LITERAL	443ba89940a1ca587d96325dad769eb57023b5efc68df93eeb26927c0767f04d	6895
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/fixtures/unauthorized_dual/Procedure.md	NEGATIVE_FIXTURE_LITERAL	ba4bdbb0c9c414ee85d61c45c360c40cff6a00cd59f1fb0db5dfcb606885e417	5471
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/fixtures/unauthorized_dual/ScopeOfWork.md	CANDIDATE_OR_FIXTURE	8a1f1214aebf3d7c8b1a4dfb4fad71b0142e311e663573b6d60a21d0d8ca2167	39018
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/fixtures/unauthorized_dual/Specification.md	NEGATIVE_FIXTURE_LITERAL	f142d6e4abee57ac2d9326f34b191f31391de94c91c641ce006cbe6441d8fdd7	8944
execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-A3-PKG08/children/AUTHOR-DEL-08-05/workspace/evidence/fixtures/unauthorized_dual/_STATUS.md	NEGATIVE_FIXTURE_LITERAL	2bfcbeb181ef5278f71bfee665061de199b3db9a7d367900d646a5b80b2989e1	1632
