AtomicUnitID,SourceDoc,SourcePrefix,LocalSeq,UnitStatement,SourceRef,ContentHash,InOutStatus,SectionID,DispatchUnitID,Corrects,Notes,CategoryID,CategoryAssignmentStatus,CategoryAssignmentMethod,CategoryAssignmentConfidence,CategoryCandidateIDs,CategoryAssignmentRationale,KnowledgeTypeIDs,SubjectIDs,DecisionRef,OpenIssue,PrimaryKnowledgeTypeID,PrimarySubjectID,Gate4AssignmentStatus,Gate4AssignmentMethod,Gate4AssignmentConfidence,Gate4CandidateSubjectIDs,Gate4AssignmentRationale
HBA-ED099-00001,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,1,DEL-17-07 has Deliverable ID DEL-17-07 within Package ID PKG-17 (Export Format Interoperability).,@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L6|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0004,ce76ee9708d1,IN,SEC-ED099-0004,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00019,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,19,"Valves are classified TBD on the CAEPIPE-PCF translator valve handling option and component mapping table, required before export acceptance.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L39|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0006,fe2e1b2b2857,IN,SEC-ED099-0006,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00020,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,20,"End connections, free ends, equipment nozzles, and adjacent pipelines are TBD/delegated/unsupported until profile decision; solver-ready boundary semantics must be blocked or loss-reported when not preserved.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L40|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0006,dd87f4e7696d,IN,SEC-ED099-0006,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00021,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,21,"Line numbers, nominal size, coordinates, and component identifiers are classified TBD and required for traceability when exported.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L41|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0006,125376e143d7,IN,SEC-ED099-0006,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00022,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,22,OD and wall thickness attributes are TBD/delegated when external mapping is needed; missing or externally mapped values require diagnostics/loss entries.,@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L42|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0006,17ec15713fe9,IN,SEC-ED099-0006,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00023,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,23,Basic spec/material labels are TBD/delegated for target property mapping; material property mapping must not be silently inferred.,@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L43|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0006,b66471da5e29,IN,SEC-ED099-0006,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00024,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,24,"Supports and restraints are TBD/delegated/unsupported unless the profile proves preservation, and are listed separately in the export report and loss report.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L44|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0006,a735acd2143f,IN,SEC-ED099-0006,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00025,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,25,"Stable ID sidecar mapping is a candidate exported sidecar, required where direct PCF carriage is not source-confirmed.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L45|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0006,dff7a799ee3f,IN,SEC-ED099-0006,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00026,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,26,"PCF-to-CAEPIPE conversion can depend on translator dialog fields such as piping code, specific gravity, node numbering, size filtering, vertical axis, flange handling, and valve handling; DEL-17-07 shall not encode those as hidden OpenPipeStress defaults.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L53|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0007,80e033424687,IN,SEC-ED099-0007,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00027,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,27,Unit interpretation depends on PCF UNITS-BORE; the profile shall declare PCF unit policy and produce diagnostics when source units cannot be represented explicitly.,@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L54|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0007,3212bd1acfd4,IN,SEC-ED099-0007,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00028,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,28,"Temperature, pressure, fluid density, weights, OD, wall thickness, support type, and material mapping have translator-specific fallback behavior; missing values and fallback sources shall be reported rather than silently supplied by the exporter.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L55|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0007,cc0a9f96ea8d,IN,SEC-ED099-0007,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00029,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,29,"Free ends may be anchored by CAEPIPE translator behavior because PCF lacks certain connection details; end-connection and boundary-condition semantics shall be marked explicit, unsupported, delegated, or TBD with no solver-ready restraint claim from PCF alone.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L56|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0007,26f7f2afacf4,IN,SEC-ED099-0007,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00030,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,30,"Some PCF component identifiers are simulated in CAEPIPE as rigid elements, equivalent pipes, concentrated masses, or other approximations; component coverage shall distinguish direct export from downstream approximation and record affected canonical IDs.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L57|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0007,58267f468455,IN,SEC-ED099-0007,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00031,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,31,"The PCF subset profile shall declare profile ID, target family, target version basis, units, coordinates, supported entity families, delegated behavior, unsupported behavior, and TBD behavior, and shall consume DEL-17-01 and DEL-17-02.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L65|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0008,2f989b2ae6b7,IN,SEC-ED099-0008,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00032,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,32,The PCF writer shall emit only the conservative subset selected by the profile; unsupported or unresolved entities shall not be silently omitted.,@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L66|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0008,449f0c339083,IN,SEC-ED099-0008,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00033,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,33,"The unsupported behavior report shall include loss-report categories required by DEL-17-02 with affected canonical IDs, target artifact reference if any, reason, source-basis reference, and downstream implication.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L67|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0008,9ce50e77191d,IN,SEC-ED099-0008,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00034,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,34,"Invented fixtures shall be original/invented only and shall not reproduce proprietary models, protected standards data, vendor examples, owner criteria, protected pipe tables, material allowables, SIF/flexibility tables, or commercial catalog values.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L68|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0008,5dea84dbf6f8,IN,SEC-ED099-0008,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00035,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,35,"DEL-17-01 is the source authority providing admitted source IDs, PCF caveats, and unresolved questions for DEL-17-07.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L76|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0009,ee56b2e35002,IN,SEC-ED099-0009,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00036,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,36,"DEL-17-02 provides the common export package, profile, stable ID map, manifest, and loss-report contract.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L77|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0009,b4cf803f1d49,IN,SEC-ED099-0009,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00037,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,37,DEL-03-02 is a declared upstream dependency for component/section source data contracts; implementation use remains TBD until consumed.,@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L78|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0009,f97e213b3523,IN,SEC-ED099-0009,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00038,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,38,DEL-13-04 is a declared upstream dependency for transformation/loss semantics; implementation use remains TBD until consumed.,@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L79|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0009,f2c7cadc269b,IN,SEC-ED099-0009,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00039,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,39,DEL-15-02 is a declared upstream dependency for handoff-package alignment; implementation use remains TBD until consumed.,@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L80|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0009,be5291a821ba,IN,SEC-ED099-0009,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00040,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,40,"PLAN-EXPORT-INTEROP (plans/EXPORT_FORMAT_INTEROPERABILITY_PLAN.md) is the source for PCF target priority, conservative subset candidates, and risk framing.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L81|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0009,3bfe8866eefb,IN,SEC-ED099-0009,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
