ClaimRowID,DeliverableID,ContractPath,Section,LocalID,ClaimClass,ClaimText,AcceptedSourceRefs,Disposition,RepairNeeded,RepairInstruction,SourceState,Notes
DEL-10-10-011,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Placement in the work graph,CLM-010,CLM,"- CLM-010 — Both predecessors are at lifecycle state `INITIALIZED`, which is the maturity both edges require. `INITIALIZED` means each upstream **contract** is the reliable input: each accepted `ScopeOfWork.md` exists, and no parser, no reconciler, no store, and no rebuilt record tier does. Nothing in this contract asserts that any upstream artifact exists or has been built. From `[E-P73]`, the reading of the DAG's file form is `DEL-02-05`'s obligation, quoted here:",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 199.
DEL-10-10-012,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Placement in the work graph,CLM-011,CLM,"- CLM-011 — From `[E-P74]`, the reconciliation through which self-ingestion runs is `DEL-03-01`'s obligation, quoted here:",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 227.
DEL-10-10-013,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Placement in the work graph,CLM-012,CLM,"- CLM-012 — The `DEL-03-01` contract carries two conditions on what a rebuild delivers, and this contract carries them forward rather than smoothing them, because the progression record's DAG-ingestion evidence is evidence *about* that rebuild. The first is the ""in full"" question, quoted in full:",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 255.
DEL-10-10-014,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Placement in the work graph,CLM-013,CLM,"- CLM-013 — `DEL-02-05`'s contract records a corpus observation about the loop this deliverable's self-ingestion first meets. It is that contract's observation, recorded in its voice and cited here as such — not a claim of this contract and not a specification for anything:",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 290.
DEL-10-10-015,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Placement in the work graph,CLM-014,CLM,"- CLM-014 — No accepted edge names a consumer of this deliverable. Its `Dependencies.csv` holds only the two anchors and the two upstream rows (CLM-009); the gate exhibit's edge register contains no row in which `DEL-10-10` is the `PredecessorID`; and a search of every `Dependencies.csv` in this project finds `DEL-10-10` named only in its own register. The two upstream contracts each record this deliverable in their `_DEPENDENCIES.md` downstream tables as informational — ""DEL-10-10 (Directed bootstrap self-ingest validation) — CONSUMES [E-P73]"" and ""DEL-10-10 (Directed bootstrap self-ingest validation) — CONSUMES [E-P74]"" — and neither table is a register edge. This zero-consumer shape is what `C-08` describes: standing obligations ""gate releases not successors"" (CLM-008).",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 310.
DEL-10-10-016,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Placement in the work graph,CLM-015,CLM,"- CLM-015 — Phase staging, checked against the `PhaseHint` column of `Deliverables.csv` for every deliverable this contract names in its own voice. Twelve are `P1`: `DEL-10-10` itself, its upstreams `DEL-02-05` and `DEL-03-01`, the sibling standing nodes `DEL-01-05`, `DEL-03-04`, `DEL-10-02`, and `DEL-10-03`, and the neighbours `DEL-01-04`, `DEL-03-02`, `DEL-03-03`, `DEL-03-06`, and `DEL-10-11`. Five exceptions are named, each cited only as a co-member of `OBJ-006`'s mapped set or as the owner of scope this deliverable does not touch: `DEL-10-01` is `pre-P1`; `DEL-10-04` and `DEL-10-05` are `P2`; `DEL-10-09` and `DEL-10-12` are `P3`. No claim in this contract stages any named deliverable into a different phase.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 311.
DEL-10-10-017,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Boundaries,CLM-016,CLM,"- CLM-016 — The `SOW-064` `Notes` cell carries three constraints in the register's own voice, and all three bind this contract: ""observations grant no authority or scope, the file-native fallback remains operable, and generality is validated against a structurally different loop"". The first is a governing value, not a caveat: the record's observations feed human-gated decisions or amendments and never self-authorize (AX-002, REQ-006). The second is a continuing condition the record must evidence rather than assume (REQ-005). The third bounds what self-ingestion alone can be said to demonstrate (REQ-010, TBD-005). The `PRD.md` §12 text and `D-PEC-61` item 1 state the same three in their own words (CLM-002, CLM-003), and `C16` states the first and second again as a hard constraint (CLM-004).",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 315.
DEL-10-10-018,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Boundaries,CLM-017,CLM,"- CLM-017 — The ledger row's `DecisionRef` cell reads ""DL-10; DL-11; SCA-001"". These are the ledger's own cross-references to decision-log entries and a scope-change session, not register edges and not dependencies. `DL-10` (2026-07-24) records the owner's Gate 2 resolution of `OI-010` and `OI-011`, whose Rationale cell quotes the Gate 2 confirmation ""…based on acceptance of your recommendations for OI-010 and OI-011"". `DL-11` (2026-07-24) records the Phase 4 forced boundary assignment for this scope item; quoting the clause that bears on it, with the preceding clauses elided: ""Phase 4 forced boundary assignments: ... SOW-064 (bootstrap) → PKG-10 as a validation act, not a reconciler feature"", with the Rationale cell recording ""Each was assignable to two domains; ledger rows carry `DL-11` in DecisionRef."" `SCA-001` is the scope-change session opened by `D-PEC-61` and closed at revision 1.1, recorded at `DL-16` (CLM-003, and the Purpose section above). `DL-11`'s ""not a reconciler feature"" is the accepted statement of this deliverable's boundary with `DEL-03-01` (REQ-011).",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 316.
DEL-10-10-019,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Boundaries,CLM-018,CLM,"- CLM-018 — The acts adjacent to this validation are owned elsewhere and are cited here, never discharged. Reading the DAG's file form — parsing `Dependencies.csv` registers and `WORK_GRAPH.json` under a declared grammar and emitting DependencyEdge records — is `DEL-02-05` (`SOW-015`, CLM-010). The one-command full rebuild through which self-ingestion runs is `DEL-03-01` (`SOW-010`, `SOW-021`, CLM-011). Incremental reconcile keyed on Git delta is `DEL-03-02` (`SOW-018`), and drift classification between successive snapshots is `DEL-03-03` (`SOW-019`). The standing kill test is `DEL-10-02` (`SOW-055`); the tested no-ruling-write property of the API surface is `DEL-10-03` (`SOW-025`); standing zero-dependency and locality enforcement is `DEL-01-05` (`SOW-052`, `SOW-053`); harness parity diffing is `DEL-03-04` (`SOW-020`) and the parity metric is `DEL-10-11` (`SOW-093`); rebuild performance bounds are `DEL-03-06` (`SOW-054`); the Step-0 cost baseline is `DEL-10-01` (`SOW-058`); self-observability logging is `DEL-01-04` (`SOW-057`). Materializing the dependency DAG, computing blocker state, and scaffolding are `PROJECT_SETUP`'s acts under `D-PEC-62`, not this deliverable's. Amending decomposition truth is the scope-change workflow's. This contract produces only the progression record.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 317.
DEL-10-10-020,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Boundaries,CLM-019,CLM,"- CLM-019 — ""Capability cutovers only after predecessor acceptance"" is a property this record **evidences**; it is not a scheduling or sequencing authority this deliverable holds. The rule's own source states it as a constraint on the build (`C16`: ""later nodes consume only PEC capabilities produced and accepted by predecessor nodes; no node depends on the capability it creates""), and the deliverable's `Description` states this deliverable's part as ""showing"" it. The deliverable-local `_DEPENDENCIES.md` states the same posture for the register from which cutover order is read: mode `FULL_GRAPH`, `RequiredMaturity` `INITIALIZED`, and ""Blocker output is advisory visibility only — never work assignment."" A record that assigned, sequenced, authorized, or withheld a cutover would be exercising an authority no accepted source grants it (REQ-006, REQ-011, AX-002).",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 318.
DEL-10-10-021,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Boundaries,CLM-020,CLM,"- CLM-020 — The deliverable is at lifecycle state `OPEN` with no implementation present. Every requirement, acceptance criterion, and verification method below states a contract on future production; none asserts that a record, an entry, a check, or a mechanism exists.",ScopeOfWork.md; _STATUS.md (INITIALIZED); D-PEC-69 frozen census; source_commit 404e47c16a88e7ffdc6d1fc5fac61ebb6864211e,DOCUMENTED_DIFFERENTLY,YES,Correct the embedded lifecycle state from OPEN to INITIALIZED while leaving _STATUS.md untouched; preserve the no-implementation and future-contract statements.,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,Exact-correction candidate at ScopeOfWork.md line 319; no target edit in W1.
