ResidualID,DeliverableID,Route,ClaimIDs,ProposedText,Depends,ItemGate,PacketApplicationGate,PreparationState,ClosureEvidence
DEL-01-05-REM-002,DEL-01-05,CONFIRMED_SCANNER_REPAIR,DEL-01-05::OUT-002;DEL-01-05::REQ-003;DEL-01-05::REQ-004;DEL-01-05::AC-003,"Repair the demonstrated socket.sendto external-UDP detector false negative using exact R0 external_udp bytes; correctly locate bound/unbound overload destinations, retain local/unknown classification controls and open OI-009, with failing-before/passing-after regression and exact-byte acceptance.",NONE,(gated: separately accepted exact owner PEC source/test fence-opening packet and owning REVIEW/CHECKING change path before any mutation; fresh independent verification and exact artifact acceptance remain separate acts),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CONDITIONAL_FROZEN_PREVIEW,Current exact-byte checker rerun returns locality BLOCK with location for probe external_udp; Unix/loopback controls and existing suite pass; new repair accepted at exact hashes.
DEL-01-05-REM-003,DEL-01-05,EVIDENCE,DEL-01-05::REQ-006;DEL-01-05::REQ-012;DEL-01-05::AC-004;DEL-01-05::VER-004,"Inspect and map existing source-state-bound evidence for VER-004 records for a sequence of service-core changes and at least one release candidate at each exact evaluated state; registration or one passing run cannot establish this sequence and this inquiry creates no release candidate. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-01_Service_Core_Store/1_Working/DEL-01-05_Zero_dependency_locality_enforcement/_run_records/REMAINING_EVIDENCE_DEL-01-05-REM-003/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CONDITIONAL_FROZEN_PREVIEW,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-02-01-REM-001,DEL-02-01,EVIDENCE,DEL-02-01::OUT-001;DEL-02-01::REQ-001;DEL-02-01::REQ-002;DEL-02-01::REQ-003;DEL-02-01::REQ-004;DEL-02-01::REQ-005;DEL-02-01::REQ-006;DEL-02-01::REQ-007;DEL-02-01::REQ-008;DEL-02-01::REQ-009;DEL-02-01::REQ-010;DEL-02-01::REQ-011;DEL-02-01::REQ-012;DEL-02-01::AC-001;DEL-02-01::AC-002;DEL-02-01::AC-003;DEL-02-01::AC-004;DEL-02-01::AC-005;DEL-02-01::AC-006;DEL-02-01::AC-007;DEL-02-01::AC-008;DEL-02-01::AC-009;DEL-02-01::AC-010;DEL-02-01::AC-011,"Inspect and map existing source-state-bound evidence for SOW-011 parser, declared lifecycle dialect and admission-rule obligations; locate an accepted existing dialect and parser without authoring either. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-02_File_Truth_Parsers/1_Working/DEL-02-01_STATUS_md_parser/_run_records/REMAINING_EVIDENCE_DEL-02-01-REM-001/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-02-01-REM-002,DEL-02-01,EVIDENCE,DEL-02-01::OUT-002;DEL-02-01::REQ-013;DEL-02-01::AC-012;DEL-02-01::AC-013;DEL-02-01::VER-001;DEL-02-01::VER-002;DEL-02-01::VER-003;DEL-02-01::VER-004;DEL-02-01::VER-005;DEL-02-01::VER-006;DEL-02-01::VER-007;DEL-02-01::VER-008;DEL-02-01::VER-009;DEL-02-01::VER-010;DEL-02-01::VER-011;DEL-02-01::VER-012,"Inspect and map existing source-state-bound evidence for existing VER-001 through VER-012 fixture execution records against the exact lifecycle parser/dialect, their criteria and finite limits; retain AC-013 human REVIEW as a separate acceptance act. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-02_File_Truth_Parsers/1_Working/DEL-02-01_STATUS_md_parser/_run_records/REMAINING_EVIDENCE_DEL-02-01-REM-002/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-02-02-REM-001,DEL-02-02,EVIDENCE,DEL-02-02::OUT-001;DEL-02-02::OUT-002;DEL-02-02::REQ-001;DEL-02-02::REQ-002;DEL-02-02::REQ-003;DEL-02-02::REQ-004;DEL-02-02::REQ-005;DEL-02-02::REQ-006;DEL-02-02::REQ-007;DEL-02-02::REQ-008;DEL-02-02::REQ-009;DEL-02-02::REQ-010;DEL-02-02::AC-001;DEL-02-02::AC-002;DEL-02-02::AC-003;DEL-02-02::AC-004;DEL-02-02::AC-005;DEL-02-02::AC-006;DEL-02-02::AC-007;DEL-02-02::AC-008;DEL-02-02::AC-009;DEL-02-02::VER-001;DEL-02-02::VER-002;DEL-02-02::VER-003;DEL-02-02::VER-004;DEL-02-02::VER-005;DEL-02-02::VER-006;DEL-02-02::VER-007;DEL-02-02::VER-008;DEL-02-02::VER-009;DEL-02-02::SOW-012,"Inspect and map existing source-state-bound evidence for SOW-012 decision-register/packet parser, its REQ/AC/VER fixture contract, identity/status-only output, grammar, explicit limitations and both-paths OI-001 posture. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-02_File_Truth_Parsers/1_Working/DEL-02-02_Decision_register_packet_parser/_run_records/REMAINING_EVIDENCE_DEL-02-02-REM-001/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-02-03-REM-001,DEL-02-03,EVIDENCE,DEL-02-03::OUT-001;DEL-02-03::OUT-002;DEL-02-03::OUT-003;DEL-02-03::REQ-001;DEL-02-03::REQ-002;DEL-02-03::REQ-003;DEL-02-03::REQ-004;DEL-02-03::REQ-005;DEL-02-03::REQ-006;DEL-02-03::REQ-007;DEL-02-03::REQ-008;DEL-02-03::REQ-009;DEL-02-03::REQ-010;DEL-02-03::REQ-011;DEL-02-03::REQ-012;DEL-02-03::REQ-013;DEL-02-03::AC-001;DEL-02-03::AC-002;DEL-02-03::AC-003;DEL-02-03::AC-004;DEL-02-03::AC-005;DEL-02-03::AC-006;DEL-02-03::AC-007;DEL-02-03::AC-008;DEL-02-03::AC-009;DEL-02-03::AC-010;DEL-02-03::AC-011;DEL-02-03::AC-012;DEL-02-03::AC-013;DEL-02-03::SOW-013,"Inspect and map existing source-state-bound evidence for SOW-013 receipts parser, per-loop grammar table and fixture suite against OUT-001..003, REQ-001..013 and AC-001..013. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-02_File_Truth_Parsers/1_Working/DEL-02-03_Receipts_ledger_parser_per_loop_grammars/_run_records/REMAINING_EVIDENCE_DEL-02-03-REM-001/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-02-04-REM-001,DEL-02-04,EVIDENCE,DEL-02-04::OUT-001;DEL-02-04::OUT-002;DEL-02-04::REQ-001;DEL-02-04::REQ-002;DEL-02-04::REQ-003;DEL-02-04::REQ-004;DEL-02-04::REQ-005;DEL-02-04::REQ-006;DEL-02-04::REQ-007;DEL-02-04::REQ-008;DEL-02-04::REQ-009;DEL-02-04::REQ-010;DEL-02-04::REQ-011;DEL-02-04::REQ-012;DEL-02-04::AC-001;DEL-02-04::AC-002;DEL-02-04::AC-003;DEL-02-04::AC-004;DEL-02-04::AC-005;DEL-02-04::AC-006;DEL-02-04::AC-007;DEL-02-04::AC-008;DEL-02-04::AC-009;DEL-02-04::AC-010;DEL-02-04::AC-011;DEL-02-04::VER-001;DEL-02-04::VER-002;DEL-02-04::VER-003;DEL-02-04::VER-004;DEL-02-04::VER-005;DEL-02-04::VER-006;DEL-02-04::VER-007;DEL-02-04::VER-008;DEL-02-04::VER-009;DEL-02-04::VER-010;DEL-02-04::VER-011,"Inspect and map existing source-state-bound evidence for the accepted run-evidence parser, declared grammar, upstream RunRecord typing and fixture obligations. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-02_File_Truth_Parsers/1_Working/DEL-02-04_Run_evidence_JSON_parser/_run_records/REMAINING_EVIDENCE_DEL-02-04-REM-001/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-02-05-REM-001,DEL-02-05,EVIDENCE,DEL-02-05::OUT-001;DEL-02-05::OUT-002;DEL-02-05::REQ-001;DEL-02-05::REQ-002;DEL-02-05::REQ-003;DEL-02-05::REQ-004;DEL-02-05::REQ-005;DEL-02-05::REQ-006;DEL-02-05::REQ-007;DEL-02-05::REQ-008;DEL-02-05::REQ-009;DEL-02-05::REQ-010;DEL-02-05::REQ-011;DEL-02-05::REQ-012;DEL-02-05::AC-001;DEL-02-05::AC-002;DEL-02-05::AC-003;DEL-02-05::AC-004;DEL-02-05::AC-005;DEL-02-05::AC-006;DEL-02-05::AC-007;DEL-02-05::AC-008;DEL-02-05::AC-009;DEL-02-05::AC-010;DEL-02-05::AC-011,"Inspect and map existing source-state-bound evidence for both dependency feeds under accepted SOW-015 and their claim-specific verification. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-02_File_Truth_Parsers/1_Working/DEL-02-05_Dependency_register_parser/_run_records/REMAINING_EVIDENCE_DEL-02-05-REM-001/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-02-06-REM-001,DEL-02-06,EVIDENCE,DEL-02-06::OUT-001;DEL-02-06::OUT-002;DEL-02-06::REQ-001;DEL-02-06::REQ-002;DEL-02-06::REQ-003;DEL-02-06::REQ-004;DEL-02-06::REQ-005;DEL-02-06::REQ-006;DEL-02-06::REQ-007;DEL-02-06::REQ-008;DEL-02-06::REQ-009;DEL-02-06::REQ-010;DEL-02-06::REQ-011;DEL-02-06::REQ-012;DEL-02-06::REQ-013;DEL-02-06::AC-001;DEL-02-06::AC-002;DEL-02-06::AC-003;DEL-02-06::AC-004;DEL-02-06::AC-005;DEL-02-06::AC-006;DEL-02-06::AC-007;DEL-02-06::AC-008;DEL-02-06::AC-009;DEL-02-06::AC-010;DEL-02-06::AC-011;DEL-02-06::AC-012;DEL-02-06::AC-013;DEL-02-06::VER-001;DEL-02-06::VER-002;DEL-02-06::VER-003;DEL-02-06::VER-004;DEL-02-06::VER-005;DEL-02-06::VER-006;DEL-02-06::VER-007;DEL-02-06::VER-008;DEL-02-06::VER-009;DEL-02-06::VER-010;DEL-02-06::VER-011;DEL-02-06::VER-012;DEL-02-06::VER-013,"Inspect and map existing source-state-bound evidence for SOW-016 parser and fixtures, declared grammar, upstream typing, gate transcription, provenance, explicit limitations, content minimality, determinism, read-only behavior and boundaries; map each AC/VER. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-02_File_Truth_Parsers/1_Working/DEL-02-06_Workplan_LOOP_INIT_parser/_run_records/REMAINING_EVIDENCE_DEL-02-06-REM-001/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-02-07-REM-001,DEL-02-07,PRODUCT_OBLIGATION,DEL-02-07::OUT-001;DEL-02-07::TBD-002;DEL-02-07::TBD-004;DEL-02-07::REQ-001;DEL-02-07::REQ-002;DEL-02-07::AC-001;DEL-02-07::VER-001,"Declare the consumed manifest grammar and YAML parsing approach within REQ-002/REQ-007, then produce the per-project feed-manifest reader and valid/undeclared-field invariance evidence.",NONE,"(gated: separate exact owner-ruled DEL-02-07 production packet on origin/main opening the named source/test paths, acts, verification and rollback under F-PEC-1; WORKING_ITEMS activation; current reliance preflight)",NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,Grammar/field semantics; reader; valid fixture result; undeclared-field invariance; justified zero-third-party YAML approach.
DEL-02-07-REM-002,DEL-02-07,PRODUCT_OBLIGATION,DEL-02-07::TBD-003;DEL-02-07::REQ-003;DEL-02-07::AC-002;DEL-02-07::CON-002;DEL-02-07::VER-002,"Resolve the loop-to-project manifest relation using accepted evidence; if no accepted derivation exists, obtain the CON-002 scope-change ruling. Implement and verify loop-set acquisition only through the LoopRegistry port.",DEL-01-06,"(gated: separate exact owner-ruled DEL-02-07 production packet on origin/main opening the named source/test paths, acts, verification and rollback under F-PEC-1; WORKING_ITEMS activation; current reliance preflight) (gated: accepted CON-002 loop-to-project relation derivation or owner-ruled SCOPE_CHANGE if not derivable)",NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,Accepted loop/project relation; typed-port acquisition and no registry path/serialization coupling evidence; DEP-02-07-003 disposition under its owner.
DEL-02-07-REM-003,DEL-02-07,PRODUCT_OBLIGATION,DEL-02-07::REQ-004;DEL-02-07::REQ-005;DEL-02-07::REQ-006;DEL-02-07::REQ-007;DEL-02-07::AC-003;DEL-02-07::AC-004;DEL-02-07::AC-005;DEL-02-07::AC-006;DEL-02-07::VER-003;DEL-02-07::VER-004;DEL-02-07::VER-005;DEL-02-07::VER-006,Produce and verify explicit absent/unreadable/malformed/schema-invalid manifest limitations; source byte preservation; content-minimal payload; zero-third-party runtime dependency and no external egress.,NONE,"(gated: separate exact owner-ruled DEL-02-07 production packet on origin/main opening the named source/test paths, acts, verification and rollback under F-PEC-1; WORKING_ITEMS activation; current reliance preflight)",NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"VER-003..006 fixture transcripts, before/after hashes, call/import graph and payload inspection; current DEL-01-05 enforcement result mapped to the reader."
DEL-02-07-REM-004,DEL-02-07,PRODUCT_OBLIGATION,DEL-02-07::OUT-002;DEL-02-07::REQ-008;DEL-02-07::AC-007;DEL-02-07::VER-007,"Produce and register the DEL-02-07 fixture suite covering VER-001..006, then run the PKG-02 suite and show every assertion derives from the accepted contract.",NONE,"(gated: separate exact owner-ruled DEL-02-07 production packet on origin/main opening the named source/test paths, acts, verification and rollback under F-PEC-1; WORKING_ITEMS activation; current reliance preflight)",NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,Executing fixture suite and PKG-02 run with test-to-VER mapping and no invented criteria.
DEL-03-01-REM-001,DEL-03-01,EVIDENCE,DEL-03-01::OUT-001;DEL-03-01::REQ-001;DEL-03-01::REQ-002;DEL-03-01::REQ-003;DEL-03-01::REQ-004;DEL-03-01::REQ-005;DEL-03-01::REQ-006;DEL-03-01::REQ-007;DEL-03-01::REQ-008;DEL-03-01::REQ-009;DEL-03-01::REQ-010;DEL-03-01::REQ-011;DEL-03-01::REQ-012;DEL-03-01::REQ-013;DEL-03-01::REQ-014;DEL-03-01::REQ-015;DEL-03-01::AC-001;DEL-03-01::AC-002;DEL-03-01::AC-003;DEL-03-01::AC-004;DEL-03-01::AC-005;DEL-03-01::AC-006;DEL-03-01::AC-007;DEL-03-01::AC-008;DEL-03-01::AC-009;DEL-03-01::AC-010;DEL-03-01::AC-011;DEL-03-01::AC-012;DEL-03-01::AC-013;DEL-03-01::AC-014;DEL-03-01::AC-015,"Inspect and map existing source-state-bound evidence for OUT-001 and REQ-001..015 one-command full rebuild, declared write boundary and unresolved contract choices. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-01_Full_rebuild_reconciler_one_command/_run_records/REMAINING_EVIDENCE_DEL-03-01-REM-001/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-03-01-REM-002,DEL-03-01,EVIDENCE,DEL-03-01::OUT-002;DEL-03-01::REQ-016;DEL-03-01::AC-016;DEL-03-01::VER-001;DEL-03-01::VER-002;DEL-03-01::VER-003;DEL-03-01::VER-004;DEL-03-01::VER-005;DEL-03-01::VER-006;DEL-03-01::VER-007;DEL-03-01::VER-008;DEL-03-01::VER-009;DEL-03-01::VER-010;DEL-03-01::VER-011;DEL-03-01::VER-012;DEL-03-01::VER-013;DEL-03-01::VER-014;DEL-03-01::VER-015;DEL-03-01::VER-016,"Inspect and map existing source-state-bound evidence for OUT-002 rebuild suite and existing results for its sixteen methods; distinguish VER-012 stand-in/live-facility evidence and VER-015 later enforcement boundary. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-01_Full_rebuild_reconciler_one_command/_run_records/REMAINING_EVIDENCE_DEL-03-01-REM-002/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-03-02-REM-001,DEL-03-02,EVIDENCE,DEL-03-02::REQ-001;DEL-03-02::AC-001;DEL-03-02::VER-001;DEL-03-02::OUT-001,"Inspect and map existing source-state-bound evidence for delta-selected changed-source derivation under the accepted DEL-03-02 incremental reconcile contract. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-02_Incremental_reconcile_on_Git_delta/_run_records/REMAINING_EVIDENCE_DEL-03-02-REM-001/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-03-02-REM-002,DEL-03-02,EVIDENCE,DEL-03-02::REQ-002;DEL-03-02::AC-002;DEL-03-02::VER-002,"Inspect and map existing source-state-bound evidence for read-only Git state preservation under the accepted DEL-03-02 incremental reconcile contract. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-02_Incremental_reconcile_on_Git_delta/_run_records/REMAINING_EVIDENCE_DEL-03-02-REM-002/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-03-02-REM-003,DEL-03-02,EVIDENCE,DEL-03-02::REQ-003;DEL-03-02::AC-003;DEL-03-02::VER-003,"Inspect and map existing source-state-bound evidence for content-minimal delta reduction under the accepted DEL-03-02 incremental reconcile contract. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-02_Incremental_reconcile_on_Git_delta/_run_records/REMAINING_EVIDENCE_DEL-03-02-REM-003/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-03-02-REM-004,DEL-03-02,EVIDENCE,DEL-03-02::REQ-004;DEL-03-02::AC-004;DEL-03-02::VER-004,"Inspect and map existing source-state-bound evidence for completed-run baseline and no-baseline fallback under the accepted DEL-03-02 incremental reconcile contract. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-02_Incremental_reconcile_on_Git_delta/_run_records/REMAINING_EVIDENCE_DEL-03-02-REM-004/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-03-02-REM-005,DEL-03-02,EVIDENCE,DEL-03-02::REQ-005;DEL-03-02::AC-005;DEL-03-02::VER-005,"Inspect and map existing source-state-bound evidence for incremental/full-rebuild equivalence and fallback under the accepted DEL-03-02 incremental reconcile contract. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-02_Incremental_reconcile_on_Git_delta/_run_records/REMAINING_EVIDENCE_DEL-03-02-REM-005/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-03-02-REM-006,DEL-03-02,EVIDENCE,DEL-03-02::REQ-006;DEL-03-02::AC-006;DEL-03-02::VER-006,"Inspect and map existing source-state-bound evidence for upstream-only rebuild/feed/loop boundary under the accepted DEL-03-02 incremental reconcile contract. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-02_Incremental_reconcile_on_Git_delta/_run_records/REMAINING_EVIDENCE_DEL-03-02-REM-006/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
