CapabilityID,Answer,ClaimKey,Reason
RC-16-0036,NOT_MINE,,"fixtures/analysis_boundary/: Invented analysis-boundary records covering a checked rule, rule inputs missing after a mechanics solve, and a... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0037,NOT_MINE,,"apps/desktop/src/features/viewport/viewportSelection.ts: Selects model entities by clicking in the canvas or activating a label, using analytic picking over the model... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0038,NOT_MINE,,"apps/desktop/src/features/result-export/ResultExportPanel.tsx: Shows the result export audit (format, state binding, units, witnesses, reproducibility, boundary) and offers... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0039,NOT_MINE,,"tools/release/run_release_candidate_scan.py: Scans a release candidate's artifact classes for protected content, provenance-manifest defects and quarantine... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0040,UNKEYED,DEL-16-02:SOW#CLM-006,The wasm32 build is the sole browser engine for the DEL-16-02 validation seam under DEC-020/ADR-0001; no DEL-16-02 key names it.
RC-16-0041,NOT_MINE,,"apps/desktop/src/features/model-tree/ModelTree.tsx: Model tree that lists project entities hierarchically with filtering, keyboard navigation, selection sync and... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0042,NOT_MINE,,"apps/desktop/src/features/viewport/viewportSelection.ts: Toggles entity labels, the grid and authored-load display, showing a prioritized, bounded label set.... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0043,NOT_MINE,,"apps/desktop/src/features/viewport/viewportSelection.ts: Box-selects entities by dragging a window or crossing rectangle, filtered to all, pipes, nodes, supports or co... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0044,NOT_MINE,,"docs/security/secret_private_library_handling.md: Defines handling of secrets and private libraries: records, guard behaviour, boundaries and verification expec... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0045,NOT_MINE,,DEL-00-01 ADR surface; ADR-0001 records DEC-020 for the DEL-16-02/03 seam as context only.
RC-16-0046,NOT_MINE,,"schemas/redaction_export_controls.schema.yaml: Defines local-first redaction and export-control configuration, decisions and findings for report and export r... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0047,NOT_MINE,,"docs/DIRECTIVE.md: States the founding intent, design philosophy, non-negotiable product principles, scope, authority and stop ru... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0048,NOT_MINE,,apps/desktop/src/features/workspace/workspaceSession.ts: Builds a redaction-controlled report package request from the session and saves it through the report package... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it.
RC-16-0049,NOT_MINE,,"apps/desktop/src/features/native-package/NativePackagePanel.tsx: Builds a native JSON package review for the current run (members, unit witnesses, stable IDs, validation, loss... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0050,NOT_MINE,,core/model_operations/audit_trail/engine.py: Records deterministic user acceptance or rejection decisions over operations with validation outcomes and diff... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it.
RC-16-0051,NOT_MINE,,tools/serialization/build_checked_json.py: Builds the private checked canonical-JSON adapter executable with Cargo so Python tests and development can us... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it.
RC-16-0052,NOT_MINE,,"fixtures/pcf_export/: Invented PCF export package, its source payload and the emitted .pcf text.... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0053,NOT_MINE,,"schemas/results.schema.yaml: Defines versioned JSON result envelopes for review, regression comparison, reports and headless automation, wi... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0054,NOT_MINE,,"apps/desktop/src/features/self-weight-authoring/SelfWeightPlanPanel.tsx: Lets the user generate a self-weight load plan for chosen pipes from explicit gravity, direction and provenanc... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0055,NOT_MINE,,"apps/desktop/src/features/viewport/viewportDimmingPresentation.ts: Draws dimmed entities at reduced opacity by partitioning instanced meshes into prepared companion batches, so... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0056,NOT_MINE,,"apps/desktop/src/features/display-units/targets.ts: Maps each physical dimension to its SI and US display unit symbols, with explicit gaps where no US symbol is d... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0057,NOT_MINE,,"schemas/local_fea_handoff.schema.yaml: Defines target-neutral local shell/solid FEA handoff records: selected regions, global centreline context, uni... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0058,NOT_MINE,,docs/_Examples/README.md: States the policy for example data and gives an invented rule-pack example notice so examples are not mistaken... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it.
RC-16-0059,NOT_MINE,,".github/workflows/piping-e2e-cache.yml: Warms main-branch dependency caches for the desktop browser-test setup when dependency or setup inputs change,... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0060,NOT_MINE,,"apps/desktop/src/features/toolkit/GuardedRemoval.tsx: Queues removal of a selected material, section or component for review, where inbound references block deletio... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0061,NOT_MINE,,"core/gui/accessibility/engine.py: Builds a deterministic accessibility and usability baseline review over GUI surface records (viewport, tree, e... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0062,NOT_MINE,,"apps/desktop/src/features/workspace/dormantSection.tsx: Keeps inactive expensive workspace sections mounted but dormant, skipping re-render until they become active o... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0063,NOT_MINE,,"apps/desktop/src/features/build-readiness/BuildReadinessPanel.tsx: Shows local build and package readiness (desktop shell, scripts, readiness profiles, open release decisions) w... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0064,NOT_MINE,,"core/solver/sparse_direct/src/lib.rs: Reports singular pivots in both ordered and original numbering, accepted-pivot extrema, a pivot-ratio conditio... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0065,NOT_MINE,,"apps/desktop/src/features/diagnostics/DiagnosticsPanel.tsx: Lists model, knowledge and result diagnostics with severity counts and text filter, and shows an interpretatio... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0066,NOT_MINE,,"schemas/review_geometry_export.schema.json: Defines review-geometry glTF export packages with a deterministic JSON .gltf artifact, sidecar stable identity... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0067,NOT_MINE,,validation/witness/inputs/generate_del1005_payload_binding_inputs.py: Provides generated invented inputs and captured runner outputs for benchmark and regression commands bound to... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it.
RC-16-0068,NOT_MINE,,"docs/RELEASE_QUALITY_GATES.md: Defines release quality gates: routing, common evidence, solver, rule-engine, GUI and report-template gates, r... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0069,NOT_MINE,,"core/project_persistence/service.py: Builds and validates deterministic project persistence envelopes with model, state and run history, hash metad... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0070,NOT_MINE,,"docs/RELEASE_NOTES_TEMPLATE.md: Provides a release notes template covering identity, changed surfaces, validation evidence, limitations, data... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0071,NOT_MINE,,"apps/desktop/src/features/workspace/workspaceSession.ts: Routes toolkit capability commands and viewport creation-tool arming from the current selection, including his... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0072,NOT_MINE,,"schemas/report_sections.schema.yaml: Defines report-facing warnings, assumptions, user-supplied values, provenance notes, limitations, open items a... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0073,NOT_MINE,,fixtures/native_json/: Invented native JSON export package used as golden output.... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it.
RC-16-0074,NOT_MINE,,"apps/desktop/src/features/knowledge/KnowledgePanel.tsx: Shows design knowledge records plus computed mechanics context records derived from result warnings, maximum d... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0075,NOT_MINE,,"api/api_boundary_contract.yaml: Defines the schema-first public API and plugin boundary: service command, query and job envelopes, and no dire... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0076,NOT_MINE,,core/serialization/canonical_json/src/bin/openpipestress_jcs_ijson.rs: Provides a feature-gated command-line canonicalizer that reads a versioned batch request on stdin and returns... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it.
RC-16-0077,COVERS,DEL-16-02:SOW#CLM-010/REQ-16-02-005,UI consumer of batch validation; panel ownership lies with the toolkit surface.
RC-16-0078,NOT_MINE,,validation/benchmarks/physics_audit_regression/src/lib.rs: Regression-tests the product linear static preview in sparse and dense modes on an invented cantilever against... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it.
RC-16-0079,NOT_MINE,,fixtures/caepipe_external/: Invented CAEPIPE external-run evidence packages (skipped and parser-only) plus a sample result CSV for the par... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it.
RC-16-0080,NOT_MINE,,"schemas/component.schema.yaml: Defines component library records (dimensions, weights, centres of gravity, stiffness and modifier slots) with... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0081,NOT_MINE,,apps/desktop/src/features/viewport/viewportFigureMaterial.ts: Shades pipe figures with an untextured matte shader that darkens toward the silhouette and draws an optional o... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it.
RC-16-0082,NOT_MINE,,"core/solver/frame_kernel/src/lib.rs: Transforms element stiffness from local to global axes using validated direction-cosine orientation, including... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0083,NOT_MINE,,"apps/desktop/src/features/design-workspace/DesignWorkspacePanel.tsx: Summarizes design-workspace state (knowledge records, runs, comparisons, queued operations, routing, units and... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0084,NOT_MINE,,"docs/validation_manual/index.md: Presents the validation manual: authority boundary, evidence states, case index, section map, current evidence... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0085,NOT_MINE,,"apps/desktop/src/features/security-threat-model/SecurityThreatModelPanel.tsx: Shows a security threat model review (asset classes, trust boundaries, 19-entry threat inventory, no-bypass an... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0086,NOT_MINE,,"schemas/plugin_manifest.schema.yaml: Defines plugin and extension manifests that are denied by default and cannot bypass unit, provenance, privacy,... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0087,NOT_MINE,,apps/desktop/src/features/viewport/viewportPalette.ts: Resolves canvas colours for light and dark themes from the product design-token file through a fixed role-to-t... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it.
RC-16-0088,NOT_MINE,,"core/gui/warnings/engine.py: Classifies missing-data, provenance, assumption, solve-required and code-check-required conditions into warnin... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0089,NOT_MINE,,"schemas/analysis_boundary.schema.yaml: Separates mechanics solve output, user rule-pack checks, missing inputs, diagnostics and human acceptance refe... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0090,NOT_MINE,,"apps/desktop/src/features/viewport/PipeViewport.tsx: Switches pipe display between schematic lines and actual outside diameter, converting each pipe's diameter and... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0091,NOT_MINE,,"apps/desktop/src/features/export-review/ExportReviewPanel.tsx: Shows an export safety review manifest listing every local export with readiness, redaction posture, transport... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0092,NOT_MINE,,"apps/desktop/src/features/model-tree/PropertyInspector.tsx: Property inspector showing the selected entity's properties with dual-unit display, provenance, required flags... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0093,NOT_MINE,,"docs/security/threat_model.md: Presents the security threat model: assets, trust boundaries, threat inventory, no-bypass controls, report/exp... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0094,NOT_MINE,,"docs/architecture/plugin_boundary.md: Specifies the plugin boundary: boundary rules, permission model skeleton, no-bypass constraints, private data... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0095,NOT_MINE,,"schemas/target_mapping.schema.json: Defines provider-neutral target mapping metadata, with flags for unsupported or approximate behaviour, without... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0096,NOT_MINE,,apps/desktop/src/features/boundary-authoring/BoundaryAuthoringPanel.tsx: Lets the user author an equipment or equipment-nozzle boundary at an existing node with explicit per-DOF free/... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it.
RC-16-0097,NOT_MINE,,"apps/desktop/src/features/stress-neutral/StressNeutralExportPanel.tsx: Validates a stress-neutral package: schema version, profile identity, exact nine-member manifest, recomputed m... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0098,NOT_MINE,,"apps/desktop/src/features/workspace/selectionState.ts: Maintains an ordered multi-entity selection with modifier, range and box selection, focus and pruning, plus hi... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0099,NOT_MINE,,"fixtures/component/: Invented valid section, component and combined section-component library documents.... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0100,NOT_MINE,,"apps/desktop/src/features/result-export/resultExportAdapter.ts: Derives a proof-bound result export document: verifies input manifest, run hashes and dimensions, classifies e... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0101,NOT_MINE,,"provenance/build-artifacts/: Keeps snapshots of Cargo and npm lockfiles for each crate and the desktop app, as a record of resolved depende... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0102,NOT_MINE,,"docs/IP_AND_DATA_BOUNDARY.md: Defines what the public repository may and must not contain, required provenance fields, the quarantine rule,... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0103,NOT_MINE,,"apps/desktop/src/features/display-units/index.tsx: Converts displayed quantities through the external unit engine in batched, deduplicated requests, drops late r... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0104,NOT_MINE,,"core/gui/model_tree/engine.py: Builds model-tree nodes, selection and property-inspector records for model entities with validation state and... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0105,NOT_MINE,,apps/desktop/src/features/workspace/workspaceSession.ts: Lets the user undo and redo applied session model edits using model checkpoints.... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it.
RC-16-0106,NOT_MINE,,"docs/validation_manual/headless_runner_reproduction.md: Documents how to reproduce headless runner benchmark and regression evidence: a frozen procedure, per-case rep... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0107,NOT_MINE,,"core/solver/diagnostics/src/lib.rs: Maps frame-kernel, sparse-solver, linear-support and primitive-load errors and findings into located solver di... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0108,NOT_MINE,,"core/units/src/lib.rs: Converts values between units of the same dimension, with affine absolute-temperature versus interval conversi... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0109,NOT_MINE,,"fixtures/rule_expressions/: Frozen conformance corpus for rule-expression evaluator semantics, plus checksum-binding payloads that pin the... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0110,NOT_MINE,,"docs/INTENT.md: Explains the product intent in prose: code-neutral mechanics premise, user-supplied code data, rule packs, eng... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0111,NOT_MINE,,"docs/validation_manual/cases/mechanics/: Provides per-case validation pages for linear mechanics benchmarks (cantilever, thermal, bends, supports, load... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0112,NOT_MINE,,fixtures/plugin_manifest/: Invented plugin manifest showing that a plugin cannot bypass platform boundaries.... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it.
RC-16-0113,NOT_MINE,,schemas/caepipe_external_run.schema.json: Defines optional CAEPIPE external-run evidence packages that record skipped or parser-only runs without bundli... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it.
RC-16-0114,NOT_MINE,,schemas/rule_check_run_result.schema.json: Defines the rule-check run result: per-check outcomes plus a worst-of aggregate over all checks in a rule pack... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it.
RC-16-0115,NOT_MINE,,"apps/desktop/src/features/workspace/table/EngineeringTable.tsx: Lets the user edit a spreadsheet-like engineering table with keyboard cell navigation, sorting by unit-aware q... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0116,NOT_MINE,,"core/solver/straight_pipe/src/lib.rs: Binds straight-pipe numeric fields to a caller-supplied unit basis, mass, gravity and force-per-length unit me... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0117,NOT_MINE,,"apps/desktop/src/features/missing-data/MissingDataBlockingPanel.tsx: Reviews missing, assumed, nonlinear and IP-boundary data warnings, reports which block solve or rule checks, f... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0118,NOT_MINE,,"core/reporting/audit_manifest/src/lib.rs: Validates an audit manifest and reports coded findings for missing hashes, privacy and redistribution posture,... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0119,NOT_MINE,,"apps/desktop/e2e/ui-foundation/README.md: Documents how to run the UI foundation fixtures and benchmark, a repair record for its first profile, the obse... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0120,NOT_MINE,,"apps/desktop/src/features/run-audit/RunAuditPanel.tsx: Shows run audit evidence for the current solve: model state, run identity and status, hash counts, unit audit,... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0121,NOT_MINE,,"apps/desktop/src/features/offline-proposal-intake/workflowSupport.ts: Supplies default proposed-operation intents (validation not run, review-only boundary) and a guard that drops... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0122,NOT_MINE,,"fixtures/stress_neutral/: Invented stress-neutral source result payload, 0.1 and 0.2 export packages, and the emitted CSV.... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0123,NOT_MINE,,"apps/desktop/src/features/material-temperature/MaterialTemperatureForm.tsx: Lets the user edit a selected material's temperature-dependent property points (IDs, quantities with units, pr... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0124,NOT_MINE,,"schemas/report_protected_content_linter.schema.yaml: Defines protected-content linter configuration and heuristic findings over public report, template and example... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
RC-16-0125,NOT_MINE,,"docs/architecture/code_neutral_analysis_boundary.md: States the code-neutral analysis boundary: rules, prohibited public content, separation of mechanics status fr... Outside DEL-16-02 scope (operation validation and deterministic diff preview before application); no issued key covers it."
