PackageID,DeliverableID,DeliverableName,DigestPath,DeliverablePath,LifecycleState,DependenciesRows,QualityFlags,SourcePath
PKG-03,DEL-03-04,Branch connection component model fields,execution/_Evaluation/content-digests/PKG-03/DEL-03-04.md,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-04_Branch connection component model fields",IN_PROGRESS,9,8,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-04_Branch connection component model fields/_CONTEXT.md"
PKG-03,DEL-03-05,"Rigid component models for valves, flanges, reducers, and specialty items",execution/_Evaluation/content-digests/PKG-03/DEL-03-05.md,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-05_Rigid component models for valves, flanges, reducers, and specialty items",IN_PROGRESS,9,7,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-05_Rigid component models for valves, flanges, reducers, and specialty items/_CONTEXT.md"
PKG-03,DEL-03-06,Expansion joint component model,execution/_Evaluation/content-digests/PKG-03/DEL-03-06.md,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-06_Expansion joint component model",IN_PROGRESS,9,8,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-06_Expansion joint component model/_CONTEXT.md"
PKG-03,DEL-03-07,Public/private library import provenance checker,execution/_Evaluation/content-digests/PKG-03/DEL-03-07.md,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-07_Public-private library import provenance checker",IN_PROGRESS,16,8,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-07_Public-private library import provenance checker/_CONTEXT.md"
PKG-03,DEL-03-08,Pipe section property and mass-property calculator,execution/_Evaluation/content-digests/PKG-03/DEL-03-08.md,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-08_Pipe section property and mass-property calculator",IN_PROGRESS,9,9,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-08_Pipe section property and mass-property calculator/_CONTEXT.md"
PKG-04,DEL-04-01,3D frame stiffness kernel,execution/_Evaluation/content-digests/PKG-04/DEL-04-01.md,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-01_3D frame stiffness kernel,IN_PROGRESS,8,8,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-01_3D frame stiffness kernel/_CONTEXT.md
PKG-04,DEL-04-02,Straight pipe element,execution/_Evaluation/content-digests/PKG-04/DEL-04-02.md,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-02_Straight pipe element,IN_PROGRESS,8,8,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-02_Straight pipe element/_CONTEXT.md
PKG-04,DEL-04-03,Linear support and restraint models,execution/_Evaluation/content-digests/PKG-04/DEL-04-03.md,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-03_Linear support and restraint models,IN_PROGRESS,10,8,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-03_Linear support and restraint models/_CONTEXT.md
PKG-04,DEL-04-04,Nonlinear support active-set solver,execution/_Evaluation/content-digests/PKG-04/DEL-04-04.md,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-04_Nonlinear support active-set solver,IN_PROGRESS,9,8,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-04_Nonlinear support active-set solver/_CONTEXT.md
PKG-04,DEL-04-05,Sparse solver performance harness,execution/_Evaluation/content-digests/PKG-04/DEL-04-05.md,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-05_Sparse solver performance harness,IN_PROGRESS,7,10,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-05_Sparse solver performance harness/_CONTEXT.md
PKG-04,DEL-04-06,Solver diagnostics and singularity detection,execution/_Evaluation/content-digests/PKG-04/DEL-04-06.md,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-06_Solver diagnostics and singularity detection,IN_PROGRESS,12,9,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-06_Solver diagnostics and singularity detection/_CONTEXT.md
PKG-05,DEL-05-01,Primitive load case engine,execution/_Evaluation/content-digests/PKG-05/DEL-05-01.md,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-01_Primitive load case engine",IN_PROGRESS,12,8,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-01_Primitive load case engine/_CONTEXT.md"
PKG-05,DEL-05-02,Load-case algebra engine,execution/_Evaluation/content-digests/PKG-05/DEL-05-02.md,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-02_Load-case algebra engine",IN_PROGRESS,19,7,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-02_Load-case algebra engine/_CONTEXT.md"
PKG-05,DEL-05-03,Fundamental stress recovery module,execution/_Evaluation/content-digests/PKG-05/DEL-05-03.md,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-03_Fundamental stress recovery module",IN_PROGRESS,12,8,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-03_Fundamental stress recovery module/_CONTEXT.md"
PKG-05,DEL-05-04,Analysis status semantics,execution/_Evaluation/content-digests/PKG-05/DEL-05-04.md,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-04_Analysis status semantics",IN_PROGRESS,10,8,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-04_Analysis status semantics/_CONTEXT.md"
PKG-05,DEL-05-05,Concentrated and distributed user load application,execution/_Evaluation/content-digests/PKG-05/DEL-05-05.md,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-05_Concentrated and distributed user load application",IN_PROGRESS,13,8,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-05_Concentrated and distributed user load application/_CONTEXT.md"
PKG-06,DEL-06-01,Rule-pack schema,execution/_Evaluation/content-digests/PKG-06/DEL-06-01.md,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-01_Rule-pack schema,IN_PROGRESS,12,8,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-01_Rule-pack schema/_CONTEXT.md
PKG-06,DEL-06-02,Sandboxed unit-aware expression evaluator,execution/_Evaluation/content-digests/PKG-06/DEL-06-02.md,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-02_Sandboxed unit-aware expression evaluator,IN_PROGRESS,16,8,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-02_Sandboxed unit-aware expression evaluator/_CONTEXT.md
PKG-06,DEL-06-03,Required-input completeness checker,execution/_Evaluation/content-digests/PKG-06/DEL-06-03.md,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-03_Required-input completeness checker,IN_PROGRESS,10,7,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-03_Required-input completeness checker/_CONTEXT.md
PKG-06,DEL-06-04,Private rule-pack lifecycle and checksum handling,execution/_Evaluation/content-digests/PKG-06/DEL-06-04.md,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-04_Private rule-pack lifecycle and checksum handling,IN_PROGRESS,9,7,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-04_Private rule-pack lifecycle and checksum handling/_CONTEXT.md
PKG-06,DEL-06-05,Invented non-code example rule pack,execution/_Evaluation/content-digests/PKG-06/DEL-06-05.md,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-05_Invented non-code example rule pack,IN_PROGRESS,14,9,execution/PKG-06_Rule Packs and User-Supplied Code Check Engine/1_Working/DEL-06-05_Invented non-code example rule pack/_CONTEXT.md
PKG-07,DEL-07-01,3D viewport and centerline editor,execution/_Evaluation/content-digests/PKG-07/DEL-07-01.md,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-01_3D viewport and centerline editor,IN_PROGRESS,15,8,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-01_3D viewport and centerline editor/_CONTEXT.md
PKG-07,DEL-07-02,Model tree and property inspector,execution/_Evaluation/content-digests/PKG-07/DEL-07-02.md,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-02_Model tree and property inspector,IN_PROGRESS,19,8,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-02_Model tree and property inspector/_CONTEXT.md
PKG-07,DEL-07-03,"Material, component, and rule-pack editors",execution/_Evaluation/content-digests/PKG-07/DEL-07-03.md,"execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-03_Material, component, and rule-pack editors",IN_PROGRESS,14,7,"execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-03_Material, component, and rule-pack editors/_CONTEXT.md"
PKG-07,DEL-07-04,Missing-data warning and blocking UX,execution/_Evaluation/content-digests/PKG-07/DEL-07-04.md,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-04_Missing-data warning and blocking UX,IN_PROGRESS,15,7,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-04_Missing-data warning and blocking UX/_CONTEXT.md
PKG-07,DEL-07-05,Results viewer,execution/_Evaluation/content-digests/PKG-07/DEL-07-05.md,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-05_Results viewer,IN_PROGRESS,12,5,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-05_Results viewer/_CONTEXT.md
PKG-07,DEL-07-06,Accessibility and usability baseline,execution/_Evaluation/content-digests/PKG-07/DEL-07-06.md,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-06_Accessibility and usability baseline,IN_PROGRESS,15,7,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-06_Accessibility and usability baseline/_CONTEXT.md
PKG-07,DEL-07-07,"Solve execution UX: progress, cancellation, and diagnostics",execution/_Evaluation/content-digests/PKG-07/DEL-07-07.md,"execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-07_Solve execution UX- progress, cancellation, and diagnostics",IN_PROGRESS,16,7,"execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-07_Solve execution UX- progress, cancellation, and diagnostics/_CONTEXT.md"
PKG-07,DEL-07-08,Design-authoring state and comparison workspace,execution/_Evaluation/content-digests/PKG-07/DEL-07-08.md,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-08_Design-authoring state and comparison workspace,IN_PROGRESS,23,7,execution/PKG-07_Graphical User Interface and Engineering Workflow/1_Working/DEL-07-08_Design-authoring state and comparison workspace/_CONTEXT.md
PKG-08,DEL-08-01,Calculation report generator,execution/_Evaluation/content-digests/PKG-08/DEL-08-01.md,"execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-01_Calculation report generator",IN_PROGRESS,18,5,"execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-01_Calculation report generator/_CONTEXT.md"
PKG-08,DEL-08-02,Audit manifest and model hash,execution/_Evaluation/content-digests/PKG-08/DEL-08-02.md,"execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-02_Audit manifest and model hash",IN_PROGRESS,13,7,"execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-02_Audit manifest and model hash/_CONTEXT.md"
PKG-08,DEL-08-03,"Warnings, assumptions, and provenance report section",execution/_Evaluation/content-digests/PKG-08/DEL-08-03.md,"execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-03_Warnings, assumptions, and provenance report section",IN_PROGRESS,11,8,"execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-03_Warnings, assumptions, and provenance report section/_CONTEXT.md"
PKG-08,DEL-08-04,Result export format,execution/_Evaluation/content-digests/PKG-08/DEL-08-04.md,"execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-04_Result export format",IN_PROGRESS,22,8,"execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-04_Result export format/_CONTEXT.md"
PKG-08,DEL-08-05,Report protected-content linter,execution/_Evaluation/content-digests/PKG-08/DEL-08-05.md,"execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-05_Report protected-content linter",IN_PROGRESS,13,5,"execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-05_Report protected-content linter/_CONTEXT.md"
PKG-08,DEL-08-06,"State, comparison, and handoff report sections",execution/_Evaluation/content-digests/PKG-08/DEL-08-06.md,"execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-06_State, comparison, and handoff report sections",IN_PROGRESS,23,8,"execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-06_State, comparison, and handoff report sections/_CONTEXT.md"
PKG-09,DEL-09-01,Mechanics benchmark suite,execution/_Evaluation/content-digests/PKG-09/DEL-09-01.md,"execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-01_Mechanics benchmark suite",IN_PROGRESS,11,10,"execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-01_Mechanics benchmark suite/_CONTEXT.md"
PKG-09,DEL-09-02,Stress recovery benchmark suite,execution/_Evaluation/content-digests/PKG-09/DEL-09-02.md,"execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-02_Stress recovery benchmark suite",IN_PROGRESS,11,9,"execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-02_Stress recovery benchmark suite/_CONTEXT.md"
PKG-09,DEL-09-03,Nonlinear support regression suite,execution/_Evaluation/content-digests/PKG-09/DEL-09-03.md,"execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-03_Nonlinear support regression suite",IN_PROGRESS,8,9,"execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-03_Nonlinear support regression suite/_CONTEXT.md"
PKG-09,DEL-09-04,Validation manual skeleton,execution/_Evaluation/content-digests/PKG-09/DEL-09-04.md,"execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-04_Validation manual skeleton",IN_PROGRESS,12,9,"execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-04_Validation manual skeleton/_CONTEXT.md"
PKG-09,DEL-09-05,Release quality gate checklist,execution/_Evaluation/content-digests/PKG-09/DEL-09-05.md,"execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-05_Release quality gate checklist",IN_PROGRESS,13,10,"execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-05_Release quality gate checklist/_CONTEXT.md"
PKG-10,DEL-10-01,Public API and plugin boundary,execution/_Evaluation/content-digests/PKG-10/DEL-10-01.md,"execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-01_Public API and plugin boundary",IN_PROGRESS,11,9,"execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-01_Public API and plugin boundary/_CONTEXT.md"
PKG-10,DEL-10-02,Import/export adapter framework,execution/_Evaluation/content-digests/PKG-10/DEL-10-02.md,"execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-02_Import-export adapter framework",IN_PROGRESS,14,9,"execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-02_Import-export adapter framework/_CONTEXT.md"
PKG-10,DEL-10-03,Local FEA handoff data contract,execution/_Evaluation/content-digests/PKG-10/DEL-10-03.md,"execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-03_Local FEA handoff data contract",IN_PROGRESS,13,9,"execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-03_Local FEA handoff data contract/_CONTEXT.md"
PKG-10,DEL-10-04,"Build, packaging, and CI/CD pipeline",execution/_Evaluation/content-digests/PKG-10/DEL-10-04.md,"execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-04_Build, packaging, and CI-CD pipeline",IN_PROGRESS,20,10,"execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-04_Build, packaging, and CI-CD pipeline/_CONTEXT.md"
PKG-10,DEL-10-05,Headless CLI and structured I/O analysis runner,execution/_Evaluation/content-digests/PKG-10/DEL-10-05.md,"execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-05_Headless CLI and structured I-O analysis runner",IN_PROGRESS,27,8,"execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-05_Headless CLI and structured I-O analysis runner/_CONTEXT.md"
PKG-11,DEL-11-01,User guide skeleton,execution/_Evaluation/content-digests/PKG-11/DEL-11-01.md,"execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-01_User guide skeleton",IN_PROGRESS,20,8,"execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-01_User guide skeleton/_CONTEXT.md"
PKG-11,DEL-11-02,Developer guide for solver and rule packs,execution/_Evaluation/content-digests/PKG-11/DEL-11-02.md,"execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-02_Developer guide for solver and rule packs",IN_PROGRESS,15,9,"execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-02_Developer guide for solver and rule packs/_CONTEXT.md"
PKG-11,DEL-11-03,Theory notes: classical to modern centerline analysis,execution/_Evaluation/content-digests/PKG-11/DEL-11-03.md,"execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-03_Theory notes- classical to modern centerline analysis",IN_PROGRESS,12,9,"execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-03_Theory notes- classical to modern centerline analysis/_CONTEXT.md"
PKG-11,DEL-11-04,Invented educational example models,execution/_Evaluation/content-digests/PKG-11/DEL-11-04.md,"execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-04_Invented educational example models",IN_PROGRESS,17,8,"execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-04_Invented educational example models/_CONTEXT.md"
PKG-11,DEL-11-05,Contributor tutorial and onboarding,execution/_Evaluation/content-digests/PKG-11/DEL-11-05.md,"execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-05_Contributor tutorial and onboarding",IN_PROGRESS,11,6,"execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-05_Contributor tutorial and onboarding/_CONTEXT.md"
PKG-12,DEL-12-01,Local-first storage and private data paths,execution/_Evaluation/content-digests/PKG-12/DEL-12-01.md,"execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-01_Local-first storage and private data paths",IN_PROGRESS,14,9,"execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-01_Local-first storage and private data paths/_CONTEXT.md"
PKG-12,DEL-12-02,Private data redaction and export controls,execution/_Evaluation/content-digests/PKG-12/DEL-12-02.md,"execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-02_Private data redaction and export controls",IN_PROGRESS,18,8,"execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-02_Private data redaction and export controls/_CONTEXT.md"
PKG-12,DEL-12-03,Telemetry off-by-default design,execution/_Evaluation/content-digests/PKG-12/DEL-12-03.md,"execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-03_Telemetry off-by-default design",IN_PROGRESS,13,8,"execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-03_Telemetry off-by-default design/_CONTEXT.md"
PKG-12,DEL-12-04,Secret and private-library handling,execution/_Evaluation/content-digests/PKG-12/DEL-12-04.md,"execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-04_Secret and private-library handling",IN_PROGRESS,17,8,"execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-04_Secret and private-library handling/_CONTEXT.md"
